Frame,shape,pathway
0,sheet,sheet->vesicle->tube
1,sheet,sheet->vesicle->tube
2,sheet,sheet->vesicle->tube
3,sheet,sheet->vesicle->tube
4,sheet,sheet->vesicle->tube
5,sheet,sheet->vesicle->tube
6,sheet,sheet->vesicle->tube
7,sheet,sheet->vesicle
8,sheet,sheet->vesicle->tube
9,sheet,sheet->vesicle->tube
10,sheet,sheet->vesicle
11,sheet,sheet->vesicle
12,sheet,sheet->vesicle->tube
13,sheet,sheet->vesicle->tube
14,sheet,sheet->vesicle->tube
15,sheet,sheet->vesicle
16,sheet,sheet->vesicle
17,sheet,sheet->vesicle->tube
18,sheet,sheet->vesicle->tube
19,sheet,sheet->vesicle
20,sheet,sheet->vesicle->tube
21,sheet,sheet->vesicle->tube
22,sheet,sheet->vesicle
23,sheet,sheet->vesicle->tube
24,sheet,sheet->vesicle
25,sheet,sheet->vesicle
26,sheet,sheet->vesicle
27,sheet,sheet->vesicle
28,sheet,sheet->vesicle
29,sheet,sheet->vesicle->tube
30,sheet,sheet->vesicle->tube
31,sheet,sheet->vesicle
32,sheet,sheet->vesicle
33,sheet,sheet->vesicle
34,sheet,sheet->vesicle->tube
35,sheet,sheet->vesicle
36,sheet,sheet->vesicle->tube
37,sheet,sheet->vesicle->tube
38,sheet,sheet->vesicle->tube
39,sheet,sheet->vesicle
40,sheet,sheet->vesicle
41,sheet,sheet->vesicle
42,sheet,sheet->vesicle->tube
43,sheet,sheet->vesicle->tube
44,sheet,sheet->vesicle
45,sheet,sheet->vesicle
46,sheet,sheet->vesicle
47,sheet,sheet->vesicle
48,sheet,sheet->vesicle->tube
49,sheet,sheet->vesicle
50,sheet,sheet->vesicle
51,sheet,sheet->vesicle
52,sheet,sheet->vesicle
53,sheet,sheet->vesicle
54,sheet,sheet->vesicle
55,sheet,sheet->vesicle
56,sheet,sheet->vesicle
57,sheet,sheet->vesicle
58,sheet,sheet->vesicle
59,sheet,sheet->vesicle
60,sheet,sheet->vesicle
61,sheet,sheet->vesicle
62,sheet,sheet->vesicle
63,sheet,sheet->vesicle
64,sheet,sheet->vesicle->tube
65,sheet,sheet->vesicle
66,sheet,sheet->vesicle
67,sheet,sheet->vesicle
68,sheet,sheet->vesicle
69,sheet,sheet->vesicle
70,sheet,sheet->vesicle
71,sheet,sheet->vesicle->tube
72,sheet,sheet->vesicle
73,sheet,sheet->vesicle
74,sheet,sheet->vesicle
75,sheet,sheet->vesicle
76,sheet,sheet->vesicle
77,sheet,sheet->vesicle
78,sheet,sheet->vesicle
79,sheet,sheet->vesicle
80,sheet,sheet->vesicle
81,sheet,sheet->vesicle
82,sheet,sheet->vesicle
83,sheet,sheet->vesicle
84,sheet,sheet->vesicle
85,sheet,sheet->vesicle
86,sheet,sheet->vesicle
87,sheet,sheet->vesicle
88,sheet,sheet->vesicle
89,sheet,sheet->vesicle->tube
90,sheet,sheet->vesicle
91,sheet,sheet->vesicle
92,sheet,sheet->vesicle
93,sheet,sheet->vesicle
94,sheet,sheet->vesicle
95,sheet,sheet->vesicle
96,sheet,sheet->vesicle
97,sheet,sheet->vesicle->tube
98,sheet,sheet->vesicle->tube
99,sheet,sheet->vesicle->tube
100,sheet,sheet->vesicle
101,sheet,sheet->vesicle
102,sheet,sheet->vesicle
103,sheet,sheet->vesicle->tube
104,sheet,sheet->vesicle
105,sheet,sheet->vesicle
106,sheet,sheet->vesicle
107,sheet,sheet->vesicle->tube
108,sheet,sheet->vesicle
109,sheet,sheet->vesicle
110,sheet,sheet->vesicle
111,sheet,sheet->vesicle
112,sheet,sheet->vesicle
113,sheet,sheet->vesicle
114,sheet,sheet->vesicle
115,sheet,sheet->vesicle
116,sheet,sheet->vesicle
117,sheet,sheet->vesicle
118,sheet,sheet->vesicle
119,sheet,sheet->vesicle
120,sheet,sheet->vesicle
121,sheet,sheet->vesicle
122,sheet,sheet->vesicle
123,sheet,sheet->vesicle
124,sheet,sheet->vesicle
125,sheet,sheet->vesicle
126,sheet,sheet->vesicle
127,sheet,sheet->vesicle
128,sheet,sheet->vesicle
129,sheet,sheet->vesicle
130,sheet,sheet->vesicle
131,sheet,sheet->vesicle
132,sheet,sheet->vesicle
133,sheet,sheet->vesicle
134,sheet,sheet->vesicle
135,sheet,sheet->vesicle
136,sheet,sheet->vesicle
137,sheet,sheet->vesicle
138,sheet,sheet->vesicle
139,sheet,sheet->vesicle
140,sheet,sheet->vesicle
141,sheet,sheet->vesicle
142,sheet,sheet->vesicle
143,sheet,sheet->vesicle
144,sheet,sheet->vesicle
145,sheet,sheet->vesicle
146,sheet,sheet->vesicle
147,sheet,sheet->vesicle
148,fiber,fiber-only
149,fiber,fiber-only
150,sheet,sheet->vesicle
151,sheet,sheet->vesicle
152,sheet,sheet->vesicle
153,sheet,sheet->vesicle
154,sheet,sheet->vesicle
155,sheet,sheet->vesicle
156,sheet,sheet->vesicle->tube
157,sheet,sheet->vesicle
158,sheet,sheet->vesicle
159,sheet,sheet->vesicle
160,sheet,sheet->vesicle
161,sheet,sheet->vesicle->tube
162,fiber,fiber-only
163,sheet,sheet->vesicle
164,sheet,sheet->vesicle
165,sheet,sheet->vesicle
166,sheet,sheet->vesicle
167,sheet,sheet->vesicle
168,sheet,sheet->vesicle
169,fiber,fiber-only
170,sheet,sheet->vesicle
171,sheet,sheet->vesicle
172,sheet,sheet->vesicle
173,sheet,sheet->vesicle
174,fiber,fiber-only
175,fiber,fiber-only
176,sheet,sheet->vesicle
177,sheet,sheet->vesicle->tube
178,fiber,fiber-only
179,sheet,sheet->vesicle
180,fiber,fiber-only
181,fiber,fiber-only
182,fiber,fiber-only
183,fiber,fiber-only
184,fiber,fiber-only
185,fiber,fiber-only
186,fiber,fiber-only
187,fiber,fiber-only
188,fiber,fiber-only
189,fiber,fiber-only
190,fiber,fiber-only
191,sheet,sheet->vesicle
192,fiber,fiber-only
193,fiber,fiber-only
194,fiber,fiber-only
195,fiber,fiber-only
196,fiber,fiber-only
197,fiber,fiber-only
198,fiber,fiber-only
199,fiber,fiber-only
200,fiber,fiber-only
201,sheet,sheet->vesicle
202,fiber,fiber-only
203,fiber,fiber-only
204,fiber,fiber-only
205,fiber,fiber-only
206,fiber,fiber-only
207,fiber,fiber-only
208,fiber,fiber-only
209,fiber,fiber-only
210,fiber,fiber-only
211,fiber,fiber-only
212,fiber,fiber-only
213,fiber,fiber-only
214,fiber,fiber-only
215,sheet,sheet->vesicle
216,sheet,sheet->vesicle
217,sheet,sheet->vesicle
218,fiber,fiber-only
219,fiber,fiber-only
220,fiber,fiber-only
221,sheet,sheet->vesicle
222,sheet,sheet->vesicle
223,fiber,fiber-only
224,sheet,sheet->vesicle
225,sheet,sheet->vesicle->tube
226,sheet,sheet->vesicle
227,sheet,sheet->vesicle
228,sheet,sheet->vesicle
229,fiber,fiber-only
230,fiber,fiber-only
231,fiber,fiber-only
232,fiber,fiber-only
233,fiber,fiber-only
234,fiber,fiber-only
235,fiber,fiber-only
236,fiber,fiber-only
237,fiber,fiber-only
238,fiber,fiber-only
239,fiber,fiber-only
240,fiber,fiber-only
241,sheet,sheet->vesicle
242,fiber,fiber-only
243,sheet,sheet->vesicle
244,fiber,fiber-only
245,fiber,fiber-only
246,fiber,fiber-only
247,fiber,fiber-only
248,fiber,fiber-only
249,fiber,fiber-only
250,sheet,sheet->vesicle
251,fiber,fiber-only
252,fiber,fiber-only
253,fiber,fiber-only
254,fiber,fiber-only
255,fiber,fiber-only
256,fiber,fiber-only
257,fiber,fiber-only
258,sheet,sheet->vesicle
259,fiber,fiber-only
260,fiber,fiber-only
261,sheet,sheet->vesicle
262,fiber,fiber-only
263,fiber,fiber-only
264,sheet,sheet->vesicle
265,fiber,fiber-only
266,fiber,fiber-only
267,fiber,fiber-only
268,fiber,fiber-only
269,sheet,sheet->vesicle
270,fiber,fiber-only
271,sheet,sheet->vesicle
272,sheet,sheet->vesicle
273,sheet,sheet->vesicle
274,sheet,sheet->vesicle
275,sheet,sheet->vesicle
276,sheet,sheet->vesicle
277,fiber,fiber-only
278,fiber,fiber-only
279,fiber,fiber-only
280,fiber,fiber-only
281,sheet,sheet->vesicle
282,sheet,sheet->vesicle
283,fiber,fiber-only
284,fiber,fiber-only
285,sheet,sheet->vesicle
286,sheet,sheet->vesicle
287,fiber,fiber-only
288,sheet,sheet->vesicle
289,sheet,sheet->vesicle
290,sheet,sheet->vesicle
291,sheet,sheet->vesicle
292,sheet,sheet->vesicle
293,sheet,sheet->vesicle
294,sheet,sheet->vesicle
295,sheet,sheet->vesicle
296,fiber,fiber-only
297,fiber,fiber-only
298,sheet,sheet->vesicle
299,sheet,sheet->vesicle
300,sheet,sheet->vesicle
301,sheet,sheet->vesicle
302,fiber,fiber-only
303,sheet,sheet->vesicle
304,sheet,sheet->vesicle
305,sheet,sheet->vesicle
306,sheet,sheet->vesicle
307,sheet,sheet->vesicle
308,sheet,sheet->vesicle
309,fiber,fiber-only
310,fiber,fiber-only
311,fiber,fiber-only
312,fiber,fiber-only
313,fiber,fiber-only
314,fiber,fiber-only
315,fiber,fiber-only
316,fiber,fiber-only
317,fiber,fiber-only
318,fiber,fiber-only
319,fiber,fiber-only
320,fiber,fiber-only
321,fiber,fiber-only
322,sheet,sheet->vesicle->tube
323,fiber,fiber-only
324,fiber,fiber-only
325,fiber,fiber-only
326,fiber,fiber-only
327,sheet,sheet->vesicle
328,fiber,fiber-only
329,fiber,fiber-only
330,sheet,sheet->vesicle
331,fiber,fiber-only
332,fiber,fiber-only
333,sheet,sheet->vesicle
334,sheet,sheet->vesicle
335,sheet,sheet->vesicle
336,sheet,sheet->vesicle
337,sheet,sheet->vesicle
338,fiber,fiber-only
339,sheet,sheet->vesicle
340,fiber,fiber-only
341,sheet,sheet->vesicle
342,sheet,sheet->vesicle
343,sheet,sheet->vesicle
344,sheet,sheet->vesicle
345,sheet,sheet->vesicle
346,sheet,sheet->vesicle
347,fiber,fiber-only
348,fiber,fiber-only
349,sheet,sheet->vesicle
350,fiber,fiber-only
351,fiber,fiber-only
352,fiber,fiber-only
353,fiber,fiber-only
354,sheet,sheet->vesicle
355,fiber,fiber-only
356,sheet,sheet->vesicle
357,sheet,sheet->vesicle
358,fiber,fiber-only
359,fiber,fiber-only
360,fiber,fiber-only
361,fiber,fiber-only
362,fiber,fiber-only
363,fiber,fiber-only
364,fiber,fiber-only
365,fiber,fiber-only
366,fiber,fiber-only
367,fiber,fiber-only
368,sheet,sheet->vesicle
369,fiber,fiber-only
370,fiber,fiber-only
371,fiber,fiber-only
372,sheet,sheet->vesicle
373,fiber,fiber-only
374,fiber,fiber-only
375,fiber,fiber->tube
376,sheet,sheet->vesicle
377,sheet,sheet->vesicle
378,sheet,sheet->vesicle
379,sheet,sheet->vesicle
380,sheet,sheet->vesicle
381,sheet,sheet->vesicle
382,sheet,sheet->vesicle
383,sheet,sheet->vesicle
384,fiber,fiber-only
385,fiber,fiber-only
386,sheet,sheet->vesicle
387,fiber,fiber-only
388,fiber,fiber-only
389,fiber,fiber-only
390,sheet,sheet->vesicle
391,fiber,fiber-only
392,fiber,fiber-only
393,sheet,sheet->vesicle
394,sheet,sheet->vesicle
395,sheet,sheet->vesicle
396,fiber,fiber-only
397,fiber,fiber-only
398,sheet,sheet->vesicle
399,fiber,fiber-only
400,fiber,fiber-only
401,sheet,sheet->vesicle
402,fiber,fiber-only
403,fiber,fiber-only
404,fiber,fiber-only
405,sheet,sheet->vesicle
406,sheet,sheet->vesicle
407,sheet,sheet->vesicle
408,fiber,fiber-only
409,fiber,fiber-only
410,sheet,sheet->vesicle->tube
411,fiber,fiber-only
412,fiber,fiber-only
413,fiber,fiber-only
414,fiber,fiber-only
415,fiber,fiber-only
416,fiber,fiber-only
417,fiber,fiber-only
418,fiber,fiber-only
419,sheet,sheet->vesicle
420,sheet,sheet->vesicle->tube
421,sheet,sheet->vesicle
422,sheet,sheet->vesicle
423,sheet,sheet->vesicle
424,sheet,sheet->vesicle
425,sheet,sheet->vesicle->tube
426,fiber,fiber-only
427,sheet,sheet->vesicle->tube
428,fiber,fiber-only
429,sheet,sheet->vesicle->tube
430,fiber,fiber-only
431,sheet,sheet->vesicle
432,sheet,sheet->vesicle
433,fiber,fiber-only
434,sheet,sheet->vesicle
435,fiber,fiber-only
436,fiber,fiber-only
437,fiber,fiber-only
438,sheet,sheet->vesicle
439,fiber,fiber-only
440,sheet,sheet->vesicle
441,fiber,fiber-only
442,fiber,fiber-only
443,fiber,fiber-only
444,sheet,sheet->vesicle
445,sheet,sheet->vesicle
446,sheet,sheet->vesicle
447,fiber,fiber-only
448,fiber,fiber-only
449,fiber,fiber-only
450,sheet,sheet->vesicle
451,sheet,sheet->vesicle
452,fiber,fiber-only
453,fiber,fiber-only
454,fiber,fiber-only
455,fiber,fiber-only
456,fiber,fiber-only
457,fiber,fiber-only
458,fiber,fiber-only
459,sheet,sheet->vesicle
460,fiber,fiber-only
461,sheet,sheet->vesicle
462,fiber,fiber-only
463,sheet,sheet->vesicle
464,fiber,fiber-only
465,sheet,sheet->vesicle
466,fiber,fiber-only
467,sheet,sheet->vesicle
468,sheet,sheet->vesicle
469,fiber,fiber-only
470,fiber,fiber-only
471,sheet,sheet->vesicle
472,sheet,sheet->vesicle
473,sheet,sheet->vesicle
474,fiber,fiber-only
475,fiber,fiber-only
476,fiber,fiber-only
477,fiber,fiber-only
478,fiber,fiber-only
479,sheet,sheet->vesicle
480,sheet,sheet->vesicle
481,sheet,sheet->vesicle
482,sheet,sheet->vesicle
483,fiber,fiber-only
484,sheet,sheet->vesicle
485,sheet,sheet->vesicle
486,sheet,sheet->vesicle
487,fiber,fiber-only
488,fiber,fiber-only
489,fiber,fiber-only
490,sheet,sheet->vesicle
491,sheet,sheet->vesicle
492,sheet,sheet->vesicle
493,sheet,sheet->vesicle
494,fiber,fiber-only
495,fiber,fiber-only
496,fiber,fiber-only
497,fiber,fiber-only
498,fiber,fiber-only
499,fiber,fiber-only
500,fiber,fiber-only
501,fiber,fiber-only
502,fiber,fiber-only
503,fiber,fiber-only
504,fiber,fiber-only
505,fiber,fiber-only
506,fiber,fiber-only
507,fiber,fiber-only
508,fiber,fiber-only
509,fiber,fiber-only
510,fiber,fiber-only
511,fiber,fiber-only
512,fiber,fiber-only
513,fiber,fiber-only
514,fiber,fiber-only
515,fiber,fiber-only
516,fiber,fiber-only
517,fiber,fiber-only
518,sheet,sheet->vesicle
519,fiber,fiber-only
520,fiber,fiber-only
521,fiber,fiber-only
522,fiber,fiber-only
523,fiber,fiber-only
524,fiber,fiber-only
525,fiber,fiber-only
526,fiber,fiber-only
527,fiber,fiber-only
528,sheet,sheet->vesicle
529,sheet,sheet->vesicle
530,sheet,sheet->vesicle
531,fiber,fiber-only
532,fiber,fiber-only
533,fiber,fiber-only
534,fiber,fiber-only
535,fiber,fiber-only
536,fiber,fiber-only
537,fiber,fiber-only
538,sheet,sheet->vesicle
539,fiber,fiber-only
540,sheet,sheet->vesicle
541,fiber,fiber-only
542,fiber,fiber-only
543,sheet,sheet->vesicle
544,fiber,fiber-only
545,sheet,sheet->vesicle
546,fiber,fiber-only
547,fiber,fiber-only
548,fiber,fiber-only
549,sheet,sheet->vesicle
550,fiber,fiber-only
551,fiber,fiber-only
552,sheet,sheet->vesicle
553,sheet,sheet->vesicle->tube
554,sheet,sheet->vesicle
555,fiber,fiber-only
556,fiber,fiber-only
557,sheet,sheet->vesicle
558,fiber,fiber-only
559,fiber,fiber-only
560,fiber,fiber-only
561,fiber,fiber-only
562,sheet,sheet->vesicle
563,sheet,sheet->vesicle
564,fiber,fiber-only
565,fiber,fiber-only
566,fiber,fiber-only
567,sheet,sheet->vesicle
568,fiber,fiber-only
569,fiber,fiber-only
570,fiber,fiber-only
571,fiber,fiber-only
572,fiber,fiber-only
573,fiber,fiber-only
574,fiber,fiber-only
575,fiber,fiber-only
576,sheet,sheet->vesicle
577,fiber,fiber-only
578,fiber,fiber-only
579,fiber,fiber-only
580,sheet,sheet->vesicle
581,sheet,sheet->vesicle
582,sheet,sheet->vesicle
583,fiber,fiber-only
584,fiber,fiber-only
585,fiber,fiber-only
586,fiber,fiber-only
587,fiber,fiber-only
588,fiber,fiber-only
589,fiber,fiber-only
590,sheet,sheet->vesicle
591,fiber,fiber-only
592,sheet,sheet->vesicle
593,sheet,sheet->vesicle
594,sheet,sheet->vesicle
595,fiber,fiber-only
596,fiber,fiber-only
597,fiber,fiber-only
598,sheet,sheet->vesicle
599,sheet,sheet->vesicle
600,fiber,fiber-only
601,sheet,sheet->vesicle
602,sheet,sheet->vesicle
603,fiber,fiber-only
604,sheet,sheet->vesicle
605,fiber,fiber-only
606,fiber,fiber-only
607,fiber,fiber-only
608,fiber,fiber-only
609,fiber,fiber-only
610,fiber,fiber-only
611,fiber,fiber-only
612,fiber,fiber-only
613,fiber,fiber-only
614,fiber,fiber-only
615,fiber,fiber-only
616,fiber,fiber-only
617,fiber,fiber->tube
618,fiber,fiber-only
619,fiber,fiber-only
620,fiber,fiber-only
621,fiber,fiber-only
622,fiber,fiber-only
623,fiber,fiber-only
624,fiber,fiber-only
625,fiber,fiber-only
626,fiber,fiber-only
627,fiber,fiber-only
628,fiber,fiber-only
629,fiber,fiber-only
630,fiber,fiber-only
631,fiber,fiber-only
632,sheet,sheet->vesicle
633,fiber,fiber-only
634,fiber,fiber-only
635,sheet,sheet->vesicle
636,sheet,sheet->vesicle
637,fiber,fiber-only
638,fiber,fiber-only
639,fiber,fiber-only
640,fiber,fiber-only
641,fiber,fiber-only
642,fiber,fiber-only
643,fiber,fiber-only
644,fiber,fiber-only
645,fiber,fiber-only
646,fiber,fiber-only
647,fiber,fiber-only
648,fiber,fiber-only
649,fiber,fiber-only
650,fiber,fiber-only
651,fiber,fiber-only
652,sheet,sheet->vesicle
653,sheet,sheet->vesicle
654,fiber,fiber-only
655,fiber,fiber-only
656,fiber,fiber-only
657,fiber,fiber-only
658,fiber,fiber-only
659,fiber,fiber-only
660,fiber,fiber-only
661,fiber,fiber-only
662,fiber,fiber-only
663,fiber,fiber-only
664,sheet,sheet->vesicle
665,fiber,fiber-only
666,fiber,fiber-only
667,sheet,sheet->vesicle
668,sheet,sheet->vesicle
669,fiber,fiber-only
670,fiber,fiber-only
671,sheet,sheet->vesicle
672,fiber,fiber-only
673,fiber,fiber-only
674,sheet,sheet->vesicle
675,fiber,fiber-only
676,fiber,fiber-only
677,sheet,sheet->vesicle
678,sheet,sheet->vesicle
679,sheet,sheet->vesicle
680,sheet,sheet->vesicle
681,fiber,fiber-only
682,fiber,fiber-only
683,fiber,fiber-only
684,fiber,fiber-only
685,fiber,fiber-only
686,fiber,fiber-only
687,fiber,fiber-only
688,fiber,fiber-only
689,fiber,fiber-only
690,fiber,fiber-only
691,fiber,fiber-only
692,sheet,sheet->vesicle
693,fiber,fiber-only
694,fiber,fiber-only
695,fiber,fiber-only
696,fiber,fiber-only
697,fiber,fiber-only
698,fiber,fiber-only
699,fiber,fiber-only
700,fiber,fiber-only
701,fiber,fiber-only
702,fiber,fiber-only
703,fiber,fiber-only
704,fiber,fiber-only
705,fiber,fiber-only
706,fiber,fiber-only
707,fiber,fiber-only
708,fiber,fiber-only
709,fiber,fiber-only
710,fiber,fiber-only
711,fiber,fiber-only
712,sheet,sheet->vesicle
713,fiber,fiber-only
714,sheet,sheet->vesicle
715,fiber,fiber-only
716,sheet,sheet->vesicle->tube
717,sheet,sheet->vesicle
718,fiber,fiber-only
719,sheet,sheet->vesicle
720,fiber,fiber-only
721,fiber,fiber-only
722,sheet,sheet->vesicle
723,fiber,fiber-only
724,fiber,fiber-only
725,fiber,fiber-only
726,fiber,fiber-only
727,fiber,fiber-only
728,fiber,fiber-only
729,fiber,fiber-only
730,fiber,fiber-only
731,fiber,fiber-only
732,fiber,fiber-only
733,fiber,fiber-only
734,fiber,fiber-only
735,fiber,fiber-only
736,fiber,fiber-only
737,fiber,fiber-only
738,fiber,fiber-only
739,fiber,fiber-only
740,fiber,fiber-only
741,fiber,fiber-only
742,fiber,fiber-only
743,fiber,fiber-only
744,fiber,fiber-only
745,sheet,sheet->vesicle
746,sheet,sheet->vesicle
747,fiber,fiber-only
748,sheet,sheet->vesicle
749,fiber,fiber-only
750,fiber,fiber-only
751,fiber,fiber-only
752,sheet,sheet->vesicle
753,fiber,fiber-only
754,fiber,fiber-only
755,fiber,fiber-only
756,fiber,fiber-only
757,fiber,fiber-only
758,fiber,fiber-only
759,sheet,sheet->vesicle
760,fiber,fiber-only
761,fiber,fiber-only
762,fiber,fiber-only
763,fiber,fiber-only
764,fiber,fiber-only
765,fiber,fiber-only
766,fiber,fiber-only
767,fiber,fiber-only
768,fiber,fiber-only
769,fiber,fiber-only
770,fiber,fiber-only
771,fiber,fiber-only
772,fiber,fiber-only
773,fiber,fiber-only
774,fiber,fiber-only
775,fiber,fiber-only
776,fiber,fiber-only
777,fiber,fiber-only
778,fiber,fiber-only
779,fiber,fiber-only
780,fiber,fiber-only
781,fiber,fiber-only
782,fiber,fiber-only
783,fiber,fiber-only
784,fiber,fiber-only
785,fiber,fiber-only
786,fiber,fiber-only
787,fiber,fiber-only
788,fiber,fiber-only
789,fiber,fiber-only
790,fiber,fiber-only
791,fiber,fiber-only
792,fiber,fiber-only
793,fiber,fiber-only
794,fiber,fiber-only
795,fiber,fiber-only
796,fiber,fiber-only
797,fiber,fiber-only
798,fiber,fiber-only
799,fiber,fiber-only
800,fiber,fiber-only
801,fiber,fiber-only
802,fiber,fiber-only
803,fiber,fiber-only
804,fiber,fiber-only
805,fiber,fiber-only
806,fiber,fiber-only
807,fiber,fiber-only
808,fiber,fiber-only
809,fiber,fiber-only
810,fiber,fiber-only
811,fiber,fiber-only
812,sheet,sheet->vesicle
813,fiber,fiber-only
814,fiber,fiber-only
815,fiber,fiber-only
816,fiber,fiber-only
817,fiber,fiber-only
818,fiber,fiber-only
819,fiber,fiber-only
820,fiber,fiber-only
821,fiber,fiber-only
822,fiber,fiber-only
823,fiber,fiber-only
824,fiber,fiber-only
825,fiber,fiber-only
826,fiber,fiber-only
827,sheet,sheet->vesicle
828,fiber,fiber-only
829,fiber,fiber-only
830,fiber,fiber-only
831,sheet,sheet->vesicle
832,sheet,sheet->vesicle
833,fiber,fiber-only
834,sheet,sheet->vesicle->tube
835,fiber,fiber-only
836,fiber,fiber-only
837,fiber,fiber-only
838,fiber,fiber-only
839,sheet,sheet->vesicle
840,sheet,sheet->vesicle
841,fiber,fiber-only
842,fiber,fiber-only
843,fiber,fiber-only
844,fiber,fiber-only
845,fiber,fiber-only
846,fiber,fiber-only
847,fiber,fiber-only
848,fiber,fiber-only
849,fiber,fiber-only
850,fiber,fiber-only
851,fiber,fiber-only
852,fiber,fiber-only
853,fiber,fiber-only
854,fiber,fiber-only
855,fiber,fiber-only
856,fiber,fiber-only
857,fiber,fiber-only
858,fiber,fiber-only
859,sheet,sheet->vesicle
860,fiber,fiber-only
861,fiber,fiber-only
862,fiber,fiber-only
863,fiber,fiber-only
864,fiber,fiber-only
865,fiber,fiber-only
866,fiber,fiber-only
867,fiber,fiber-only
868,fiber,fiber-only
869,fiber,fiber-only
870,fiber,fiber-only
871,fiber,fiber-only
872,fiber,fiber-only
873,fiber,fiber-only
874,fiber,fiber-only
875,fiber,fiber-only
876,fiber,fiber-only
877,fiber,fiber-only
878,fiber,fiber-only
879,sheet,sheet->vesicle
880,fiber,fiber-only
881,fiber,fiber-only
882,fiber,fiber-only
883,fiber,fiber-only
884,fiber,fiber-only
885,fiber,fiber-only
886,fiber,fiber-only
887,fiber,fiber-only
888,fiber,fiber-only
889,fiber,fiber-only
890,fiber,fiber-only
891,fiber,fiber-only
892,fiber,fiber-only
893,fiber,fiber-only
894,fiber,fiber-only
895,fiber,fiber-only
896,fiber,fiber-only
897,fiber,fiber-only
898,fiber,fiber-only
899,fiber,fiber-only
900,fiber,fiber-only
901,fiber,fiber-only
902,fiber,fiber-only
903,fiber,fiber-only
904,fiber,fiber-only
905,fiber,fiber-only
906,fiber,fiber-only
907,fiber,fiber-only
908,fiber,fiber-only
909,fiber,fiber-only
910,fiber,fiber-only
911,fiber,fiber-only
912,fiber,fiber-only
913,fiber,fiber-only
914,fiber,fiber-only
915,fiber,fiber-only
916,fiber,fiber-only
917,fiber,fiber-only
918,fiber,fiber-only
919,fiber,fiber-only
920,fiber,fiber-only
921,fiber,fiber-only
922,fiber,fiber-only
923,fiber,fiber-only
924,sheet,sheet->vesicle
925,fiber,fiber-only
926,fiber,fiber-only
927,fiber,fiber-only
928,fiber,fiber-only
929,sheet,sheet->vesicle
930,sheet,sheet->vesicle
931,fiber,fiber-only
932,fiber,fiber-only
933,fiber,fiber-only
934,sheet,sheet->vesicle
935,sheet,sheet->vesicle
936,sheet,sheet->vesicle
937,sheet,sheet->vesicle
938,sheet,sheet->vesicle
939,fiber,fiber-only
940,fiber,fiber-only
941,fiber,fiber-only
942,fiber,fiber-only
943,fiber,fiber-only
944,fiber,fiber-only
945,fiber,fiber-only
946,fiber,fiber-only
947,fiber,fiber-only
948,fiber,fiber-only
949,fiber,fiber-only
950,fiber,fiber-only
951,sheet,sheet->vesicle
952,sheet,sheet->vesicle
953,fiber,fiber-only
954,fiber,fiber-only
955,fiber,fiber-only
956,sheet,sheet->vesicle
957,sheet,sheet->vesicle
958,sheet,sheet->vesicle
959,sheet,sheet->vesicle
960,sheet,sheet->vesicle
961,fiber,fiber-only
962,sheet,sheet->vesicle
963,sheet,sheet->vesicle
964,fiber,fiber-only
965,fiber,fiber-only
966,fiber,fiber-only
967,fiber,fiber-only
968,fiber,fiber-only
969,fiber,fiber-only
970,fiber,fiber-only
971,fiber,fiber-only
972,sheet,sheet->vesicle
973,fiber,fiber-only
974,fiber,fiber-only
975,fiber,fiber-only
976,sheet,sheet->vesicle
977,fiber,fiber-only
978,fiber,fiber-only
979,fiber,fiber-only
980,fiber,fiber-only
981,fiber,fiber-only
982,fiber,fiber-only
983,fiber,fiber-only
984,fiber,fiber-only
985,fiber,fiber-only
986,fiber,fiber-only
987,fiber,fiber-only
988,fiber,fiber-only
989,fiber,fiber-only
990,fiber,fiber-only
991,fiber,fiber-only
992,fiber,fiber-only
993,fiber,fiber-only
994,fiber,fiber-only
995,fiber,fiber-only
996,fiber,fiber-only
997,fiber,fiber-only
998,fiber,fiber-only
999,fiber,fiber-only
1000,sheet,sheet->vesicle
1001,sheet,sheet->vesicle->tube
1002,sheet,sheet->vesicle
1003,fiber,fiber-only
1004,sheet,sheet->vesicle
1005,sheet,sheet->vesicle
1006,fiber,fiber-only
1007,sheet,sheet->vesicle
1008,sheet,sheet->vesicle
1009,sheet,sheet->vesicle
1010,fiber,fiber-only
1011,sheet,sheet->vesicle
1012,fiber,fiber-only
1013,sheet,sheet->vesicle
1014,sheet,sheet->vesicle
1015,sheet,sheet->vesicle
1016,sheet,sheet->vesicle
1017,sheet,sheet->vesicle
1018,sheet,sheet->vesicle
1019,sheet,sheet->vesicle
1020,sheet,sheet->vesicle
1021,sheet,sheet->vesicle
1022,sheet,sheet->vesicle
1023,sheet,sheet->vesicle
1024,sheet,sheet->vesicle
1025,sheet,sheet->vesicle
1026,fiber,fiber-only
1027,sheet,sheet->vesicle
1028,sheet,sheet->vesicle
1029,sheet,sheet->vesicle
1030,sheet,sheet->vesicle
1031,sheet,sheet->vesicle
1032,sheet,sheet->vesicle
1033,sheet,sheet->vesicle
1034,sheet,sheet->vesicle
1035,sheet,sheet->vesicle
1036,sheet,sheet->vesicle
1037,sheet,sheet->vesicle
1038,sheet,sheet->vesicle
1039,sheet,sheet->vesicle
1040,sheet,sheet->vesicle
1041,sheet,sheet->vesicle
1042,sheet,sheet->vesicle
1043,sheet,sheet->vesicle
